Final
/tennis/player/_/id/497/bethanie-mattek-sands,Bethanie Mattek-Sands
(21)&nbsp,/tennis/player/_/id/1278/jerzy-janowicz,Jerzy Janowicz
1,2,3,4
6,6,6,6
3,7,3,3
Final
/tennis/player/_/id/1240/stefanie-voegele,Stefanie Voegele
(12)&nbsp,/tennis/player/_/id/237/maria-kirilenko,Maria Kirilenko
1,2
6,5
7,7
Final
/tennis/player/_/id/620/pablo-andujar,Pablo Andujar
/tennis/player/_/id/349/tommy-robredo,Tommy Robredo
(13)&nbsp,/tennis/player/_/id/228/julien-benneteau,Julien Benneteau
/tennis/player/_/id/543/nenad-zimonjic,Nenad Zimonjic
1,2,3
6,3,3
4,6,6
Final
/tennis/player/_/id/455/kirsten-flipkens,Kirsten Flipkens
/tennis/player/_/id/1550/colin-fleming,Colin Fleming
/tennis/player/_/id/484/nathalie-grandin,Nathalie Grandin
/tennis/player/_/id/1275/filip-polasek,Filip Polasek
1,2
4,5
6,7
Final
(3)&nbsp,/tennis/player/_/id/210/katarina-srebotnik,Katarina Srebotnik
/tennis/player/_/id/543/nenad-zimonjic,Nenad Zimonjic
/tennis/player/_/id/1804/caroline-garcia,Caroline Garcia
/tennis/player/_/id/434/marc-gicquel,Marc Gicquel
1,2
6,7
2,5
Final
/tennis/player/_/id/1774/sorana-cirstea,Sorana Cirstea
/tennis/player/_/id/321/ayumi-morita,Ayumi Morita
(2)&nbsp,/tennis/player/_/id/742/andrea-hlavackova,Andrea Hlavackova
/tennis/player/_/id/509/lucie-hradecka,Lucie Hradecka
1,2,3
5,6,0
7,1,6
Final
/tennis/player/_/id/334/dominika-cibulkova,Dominika Cibulkova
/tennis/player/_/id/504/barbora-zahlavova-strycova,Barbora Zahlavova-Strycova
/tennis/player/_/id/379/svetlana-kuznetsova,Svetlana Kuznetsova
/tennis/player/_/id/238/flavia-pennetta,Flavia Pennetta
1,2
2,3
6,6
Final
/tennis/player/_/id/426/feliciano-lopez,Feliciano Lopez
/tennis/player/_/id/785/andre-sa,Andre Sa
/tennis/player/_/id/1581/philipp-marx,Philipp Marx
/tennis/player/_/id/597/florin-mergea,Florin Mergea
1,2,3
6,3,7
2,6,6
Final
(1)&nbsp,/tennis/player/_/id/517/bob-bryan,Bob Bryan
/tennis/player/_/id/574/mike-bryan,Mike Bryan
/tennis/player/_/id/523/eric-butorac,Eric Butorac
/tennis/player/_/id/1895/jack-sock,Jack Sock
1,2
7,7
5,6
Final
(7)&nbsp,/tennis/player/_/id/928/petra-kvitova,Petra Kvitova
/tennis/player/_/id/1082/jamie-hampton,Jamie Hampton
1,2
1,6
6,7
Final
/tennis/player/_/id/440/victor-hanescu,Victor Hanescu
(16)&nbsp,/tennis/player/_/id/215/philipp-kohlschreiber,Philipp Kohlschreiber
1,2,3
0,6,1
6,7,6
Final
(29)&nbsp,/tennis/player/_/id/229/mikhail-youzhny,Mikhail Youzhny
(8)&nbsp,/tennis/player/_/id/307/janko-tipsarevic,Janko Tipsarevic
1,2,3
6,6,6
4,4,3
Final
/tennis/player/_/id/1557/silvia-soler-espinosa,Silvia Soler Espinosa
/tennis/player/_/id/1184/carla-suarez-navarro,Carla Suarez-Navarro
(15)&nbsp,/tennis/player/_/id/2167/hao-ching-chan,Hao-Ching Chan
/tennis/player/_/id/1778/darija-jurak,Darija Jurak
1,2
1,3
6,6
Final
/tennis/player/_/id/423/varvara-lepchenko,Varvara Lepchenko
/tennis/player/_/id/2123/saisai-zheng,Saisai Zheng
/tennis/player/_/id/906/irina-begu,Irina Begu
/tennis/player/_/id/1100/magdalena-rybarikova,Magdalena Rybarikova
1,2,3
3,7,6
6,6,3
Final
(6)&nbsp,/tennis/player/_/id/201/anna-lena-groenefeld,Anna-Lena Groenefeld
/tennis/player/_/id/598/horia-tecau,Horia Tecau
/tennis/player/_/id/789/julie-coin,Julie Coin
/tennis/player/_/id/222/nicolas-mahut,Nicolas Mahut
1,2,3
6,1,10
3,6,5
Final
/tennis/player/_/id/385/jie-zheng,Jie Zheng
(2)&nbsp,/tennis/player/_/id/399/maria-sharapova,Maria Sharapova
1,2
1,5
6,7
Final
(3)&nbsp,/tennis/player/_/id/261/rafael-nadal,Rafael Nadal
(27)&nbsp,/tennis/player/_/id/669/fabio-fognini,Fabio Fognini
1,2,3
7,6,6
6,4,4
Final
(1)&nbsp,/tennis/player/_/id/296/novak-djokovic,Novak Djokovic
(26)&nbsp,/tennis/player/_/id/1287/grigor-dimitrov,Grigor Dimitrov
1,2,3
6,6,6
2,2,3
Final
(18)&nbsp,/tennis/player/_/id/312/jelena-jankovic,Jelena Jankovic
(9)&nbsp,/tennis/player/_/id/214/samantha-stosur,Samantha Stosur
1,2,3
3,6,6
6,3,4
Final
(13)&nbsp,/tennis/player/_/id/320/marion-bartoli,Marion Bartoli
/tennis/player/_/id/378/francesca-schiavone,Francesca Schiavone
1,2
2,1
6,6
Final
/tennis/player/_/id/272/nikolay-davydenko,Nikolay Davydenko
(7)&nbsp,/tennis/player/_/id/310/richard-gasquet,Richard Gasquet
1,2,3
4,4,3
6,6,6
Final
/tennis/player/_/id/316/marina-erakovic,Marina Erakovic
(17)&nbsp,/tennis/player/_/id/1472/sloane-stephens,Sloane Stephens
1,2,3
4,7,3
6,6,6
Final
/tennis/player/_/id/209/vania-king,Vania King
/tennis/player/_/id/632/monica-niculescu,Monica Niculescu
/tennis/player/_/id/1913/mona-barthel,Mona Barthel
/tennis/player/_/id/1086/liga-dekmeijere,Liga Dekmeijere
1,2
6,6
0,4
Final
/tennis/player/_/id/654/abigail-spears,Abigail Spears
/tennis/player/_/id/783/scott-lipsky,Scott Lipsky
(5)&nbsp,/tennis/player/_/id/1273/kristina-mladenovic,Kristina Mladenovic
/tennis/player/_/id/533/daniel-nestor,Daniel Nestor
1,2
2,4
6,6
Final
(11)&nbsp,/tennis/player/_/id/824/anastasia-pavlyuchenkova,Anastasia Pavlyuchenkova
/tennis/player/_/id/392/lucie-safarova,Lucie Safarova
/tennis/player/_/id/1804/caroline-garcia,Caroline Garcia
/tennis/player/_/id/314/mathilde-johansson,Mathilde Johansson
1,2
6,6
2,4
Final
/tennis/player/_/id/500/su-wei-hsieh,Su-Wei Hsieh
/tennis/player/_/id/213/peng-shuai,Peng Shuai
/tennis/player/_/id/911/oxana-kalashnikova,Oxana Kalashnikova
/tennis/player/_/id/514/alicja-rosolska,Alicja Rosolska
1,2,3
6,0,4
4,6,6
Final
(12)&nbsp,/tennis/player/_/id/1203/ivan-dodig,Ivan Dodig
/tennis/player/_/id/1013/marcelo-melo,Marcelo Melo
/tennis/player/_/id/434/marc-gicquel,Marc Gicquel
/tennis/player/_/id/720/edouard-roger-vasselin,Edouard Roger-Vasselin
1,2,3
6,4,6
4,6,3
Final
(31)&nbsp,/tennis/player/_/id/476/alize-cornet,Alize Cornet
(3)&nbsp,/tennis/player/_/id/421/victoria-azarenka,Victoria Azarenka
1,2,3
6,3,1
4,6,6
Final
(24)&nbsp,/tennis/player/_/id/1571/benoit-paire,Benoit Paire
(13)&nbsp,/tennis/player/_/id/1035/kei-nishikori,Kei Nishikori
1,2,3,4
3,7,4,1
6,6,6,6
Final
/tennis/player/_/id/521/frantisek-cermak,Frantisek Cermak
/tennis/player/_/id/553/michal-mertinak,Michal Mertinak
(8)&nbsp,/tennis/player/_/id/1183/david-marrero,David Marrero
/tennis/player/_/id/366/fernando-verdasco,Fernando Verdasco
1,2
6,3
7,6
Final
/tennis/player/_/id/1785/treat-huey,Treat Huey
/tennis/player/_/id/1783/dominic-inglot,Dominic Inglot
/tennis/player/_/id/1136/mikhail-elgin,Mikhail Elgin
/tennis/player/_/id/1168/denis-istomin,Denis Istomin
1,2
6,7
3,6
Final
(1)&nbsp,/tennis/player/_/id/636/sara-errani,Sara Errani
/tennis/player/_/id/199/roberta-vinci,Roberta Vinci
/tennis/player/_/id/381/lourdes-dominguez-lino,Lourdes Dominguez Lino
/tennis/player/_/id/2155/garbine-muguruza-blanco,Garbine Muguruza Blanco
1,2,3
6,3,6
3,6,2
