rk,school,league,str,ofs,dfs,sos
865,Calumet-St. Joseph (Ind.),NAIA,-5.83,-2.91,2.92,0.02
866,Fairmont State University,D2,-5.83,-2.91,2.92,0.01
867,Principia College,D3,-5.85,-2.92,2.93,0.01
868,Saint Joseph's College (IN),D2,-5.85,-2.95,2.90,0.03
869,Heidelberg College,D3,-5.88,-2.96,2.91,0.01
870,Bloomsburg University of Pennsylvania,D2,-5.88,-2.97,2.91,0.04
871,Bethel (Ind.),NAIA,-5.89,-2.91,2.98,0.01
872,Marion Military Institute,NJCAA I,-5.90,-2.94,2.96,0.01
873,Bemidji State University,D2,-5.92,-3.00,2.91,0.06
874,Sul Ross State,D3,-5.92,-2.97,2.95,0.02
875,Concord University,D2,-5.93,-2.95,2.97,0.01
876,Hamline University,D3,-5.93,-2.96,2.97,0.01
877,Salem College,D3,-5.94,-2.97,2.97,0.01
878,Univ. of Mary (N.D.),D2,-5.96,-2.97,2.99,0.04
879,Alvernia University,D3,-5.97,-2.97,3.00,0.01
880,Alfred University,D3,-5.98,-2.96,3.02,0.00
881,Western New England University,D3,-5.98,-2.99,2.99,0.02
882,"Olivet College, MI",D3,-5.98,-3.02,2.96,0.01
883,Piedmont College,D3,-5.99,-2.98,3.01,0.02
884,Midland Lutheran (Neb.),NAIA,-5.99,-2.99,3.00,0.01
885,Northwest Mississippi Comm. College,NJCAA I,-6.00,-3.00,3.00,0.00
886,Harford Community College,NJCAA I,-6.00,-2.98,3.02,0.00
887,University of the Southwest,NAIA,-6.01,-3.03,2.97,0.02
888,Trinity College (District of Columbia),D3,-6.01,-3.00,3.01,0.00
889,Macalester College,D3,-6.02,-3.01,3.01,0.01
890,Union College (New York),D3,-6.02,-3.00,3.02,0.01
891,York College (New York),D3,-6.03,-3.02,3.01,0.04
892,Palomar College,SCCC,-6.04,-3.02,3.02,0.00
893,Loyola University New Orleans,NAIA,-6.04,-3.02,3.02,0.05
894,Gwynedd Mercy University,D3,-6.05,-3.02,3.03,0.02
895,Bryn Mawr College,D3,-6.06,-3.03,3.03,0.02
896,Indiana University East,NAIA,-6.07,-3.04,3.03,0.01
897,Guilford College,D3,-6.07,-3.03,3.04,0.00
898,William Peace University,D3,-6.10,-3.04,3.05,0.01
899,Virginia Wesleyan College,D3,-6.13,-3.06,3.06,0.01
900,Point University,NAIA,-6.15,-3.07,3.08,0.01
901,Bethel University (Tenn.),NAIA,-6.15,-3.08,3.07,0.05
902,College of Saint Mary,NAIA,-6.15,-3.09,3.06,0.01
903,Fayetteville State University,D2,-6.16,-3.07,3.09,0.01
904,King's College (Pennsylvania),D3,-6.16,-3.10,3.06,0.01
905,Baldwin-Wallace College,D3,-6.17,-3.11,3.06,0.01
906,Livingstone College,D2,-6.18,-3.10,3.07,0.01
907,St. Ambrose University (Iowa),NAIA,-6.23,-3.14,3.09,0.02
908,Virginia Union University,D2,-6.23,-3.13,3.10,0.02
909,"University of Minnesota, Crookston",D2,-6.24,-3.16,3.09,0.07
910,Hesston College,NJCAA I,-6.24,-3.11,3.14,0.02
911,York College (Pennsylvania),D3,-6.24,-3.13,3.12,0.02
912,Washington & Jefferson College,D3,-6.25,-3.15,3.10,0.04
913,Rochester Institute of Technology,D3,-6.27,-3.12,3.15,0.04
914,Fullerton College,SCCC,-6.28,-3.13,3.14,0.01
915,Trine University,D3,-6.30,-3.15,3.15,0.03
916,Stevens Institute of Technology,D3,-6.32,-3.17,3.15,0.10
917,Penn State Berks,D3,-6.33,-3.20,3.13,0.01
918,Lane College,D2,-6.33,-3.18,3.16,0.03
919,Southern Virginia University,D3,-6.34,-3.17,3.17,0.01
920,Ripon College,D3,-6.35,-3.15,3.20,0.01
921,Centenary College (Louisiana),D3,-6.37,-3.18,3.19,0.02
922,Hope International University,NAIA,-6.37,-3.19,3.19,0.02
923,Oneonta State,D3,-6.38,-3.23,3.15,0.01
924,King University (Tenn.),D2,-6.39,-3.19,3.20,0.03
925,Barton County Community College,NJCAA I,-6.39,-3.20,3.18,0.02
926,Illinois Wesleyan University,D3,-6.39,-3.23,3.16,0.02
927,Medaille College,D3,-6.39,-3.17,3.22,0.00
928,Southern Wesleyan University,D2,-6.40,-3.20,3.21,0.03
929,Curry College,D3,-6.42,-3.22,3.20,0.01
930,Tennessee Wesleyan,NAIA,-6.43,-3.25,3.18,0.02
931,McDaniel College,D3,-6.43,-3.20,3.24,0.02
932,Long Beach City College,SCCC,-6.45,-3.22,3.23,0.02
933,Lynchburg College,D3,-6.45,-3.22,3.23,0.01
934,Bakersfield College,SCCC,-6.47,-3.23,3.24,0.01
935,"Albany State, Georgia",D2,-6.49,-3.24,3.25,0.03
936,"Univ. of Wisconsin, Oshkosh",D3,-6.52,-3.27,3.25,0.02
937,San Diego City College,SCCC,-6.53,-3.26,3.27,0.00
938,Eastern University,D3,-6.55,-3.29,3.26,0.01
939,Rust College,D3,-6.56,-3.27,3.29,0.02
940,Emmanuel College (Ga.),D2,-6.58,-3.29,3.29,0.04
941,Mills College (Calif.),D3,-6.59,-3.29,3.30,0.02
942,Westminster College (Missouri),D3,-6.59,-3.28,3.32,0.00
943,Simpson College,D3,-6.60,-3.34,3.26,0.01
944,"Louisiana State University, Shreveport",NAIA,-6.60,-3.29,3.31,0.01
945,Colby-Sawyer College,D3,-6.62,-3.34,3.27,0.01
946,Bethany College (Kan.),NAIA,-6.62,-3.31,3.31,0.01
947,Glendale Community College (Ariz.),NJCAA I,-6.63,-3.32,3.31,0.01
948,St. John Fisher College,D3,-6.64,-3.35,3.29,0.02
949,Rowan College at Gloucester County,NJCAA II,-6.65,-3.31,3.34,0.86
950,Tougaloo College,NAIA,-6.70,-3.35,3.34,0.05
951,Goucher College,D3,-6.72,-3.39,3.33,0.00
952,Transylvania University,D3,-6.72,-3.36,3.36,0.03
953,Ferrum College,D3,-6.73,-3.36,3.36,0.01
954,Frostburg State University,D3,-6.74,-3.39,3.35,0.05
955,Albright College,D3,-6.74,-3.39,3.35,0.03
956,"Texas A&M University, Texarkana",NAIA,-6.75,-3.38,3.37,0.02
957,Millersville University of Pennsylvania,D2,-6.76,-3.42,3.34,0.02
958,Concordia University (Wisconsin),D3,-6.80,-3.43,3.37,0.05
959,Spartanburg Methodist College,NJCAA I,-6.81,-3.41,3.40,0.02
960,Hollins University,D3,-6.82,-3.41,3.41,0.01
961,Le Moyne-Owen College,D2,-6.85,-3.43,3.42,0.04
962,Elizabeth City State University,D2,-6.87,-3.46,3.41,0.02
963,La Roche College,D3,-6.92,-3.43,3.49,0.00
964,"Central State University, OH",D2,-6.92,-3.46,3.46,0.01
965,Saint Vincent College,D3,-6.99,-3.51,3.48,0.02
966,Northeast Mississippi Comm. College,NJCAA I,-6.99,-3.49,3.50,0.00
967,Edgewood College,D3,-7.02,-3.52,3.50,0.04
968,Albion College,D3,-7.08,-3.57,3.51,0.01
969,Susquehanna University,D3,-7.08,-3.53,3.56,0.01
970,Averett University,D3,-7.12,-3.56,3.56,0.01
971,Oakland City University,D2,-7.15,-3.58,3.58,0.01
972,Shippensburg University of Pennsylvania,D2,-7.16,-3.57,3.59,0.01
973,Kutztown University of Pennsylvania,D2,-7.20,-3.63,3.58,0.01
974,Kentucky Wesleyan College,D2,-7.21,-3.59,3.62,0.02
975,Our Lady of the Lake University,NAIA,-7.24,-3.63,3.60,0.05
976,Hood College,D3,-7.26,-3.62,3.63,0.01
977,Spring Hill (Ala.),NAIA,-7.31,-3.67,3.64,0.04
978,Notre Dame de Namur,D2,-7.32,-3.66,3.67,0.01
979,Fontbonne College,D3,-7.35,-3.65,3.70,0.03
980,Mary Baldwin College,D3,-7.35,-3.67,3.68,0.01
981,Wesleyan College (Georgia),D3,-7.39,-3.69,3.70,0.01
982,Central Christian College,NAIA,-7.40,-3.70,3.71,0.01
983,"Univ. of Wisconsin, Stout",D3,-7.48,-3.76,3.72,0.00
984,Paradise Valley Comm. College,NJCAA I,-7.54,-3.77,3.77,0.01
985,Imperial Valley College,SCCC,-7.55,-3.77,3.78,0.00
986,Univ. of the Ozarks (Arkansas),D3,-7.58,-3.79,3.78,0.00
987,Victor Valley College,SCCC,-7.61,-3.80,3.81,0.02
988,Rio Hondo College,SCCC,-7.64,-3.82,3.82,0.02
989,Greensboro College,D3,-7.66,-3.83,3.83,0.01
990,Holmes Community College,NJCAA I,-7.72,-3.86,3.86,0.01
991,Blackburn College,D3,-7.77,-3.86,3.90,0.01
992,Greenville College,D3,-7.79,-3.89,3.90,0.01
993,Bethany Lutheran College,D3,-7.84,-3.94,3.90,0.00
994,St. Catharine College,NAIA,-7.88,-3.94,3.94,0.02
995,Penn State Harrisburg,D3,-7.89,-3.92,3.97,0.03
996,Baltimore City Community College,NJCAA I,-7.98,-4.00,3.98,0.00
997,"Concordia College, Moorhead",D3,-8.02,-4.00,4.02,0.01
998,Cuyamaca College,SCCC,-8.05,-4.02,4.03,0.00
999,Bard College,D3,-8.07,-4.03,4.04,0.01
1000,North Central University (Minnesota),D3,-8.07,-4.01,4.06,0.00
1001,Salve Regina University,D3,-8.12,-4.05,4.07,0.02
1002,Antelope Valley College,SCCC,-8.19,-4.10,4.10,0.01
1003,Martin Luther (Minn.),D3,-8.32,-4.15,4.16,0.01
1004,Bryn Athyn,D3,-8.58,-4.30,4.29,0.00
1005,Louisiana College,D3,-8.70,-4.34,4.36,0.01
