rk,player,team,str
624,Sai Kartik Nakireddi,Fresno State,6.46
625,Christian Waldron,Prairie View A&M University,6.45
626,Felix Van Kann,Loyola Marymount University,6.43
627,Simon Freund,LSU,6.41
628,Thibault Forget,University of Southern California,6.36
629,Yannick Junger,Univ. of Texas at San Antonio,6.34
630,Patrick Pfister,New Mexico State University,6.27
631,Hayden Smith,Gonzaga University,6.25
632,Joat Farah,Loyola Marymount University,6.22
633,Xander Veys,UNC Wilmington,6.18
634,Norbert Nemcsek,University of North Florida,6.18
635,Steven Billington,Campbell University,6.14
636,Jonas Meinzer,San Diego State University,6.13
637,Joao Barra,University of Washington,6.11
638,David Fox,University of Denver,6.10
639,Jonny Cornish,University of Virginia,6.08
640,Ryan Smith,Vanderbilt University,6.07
641,William Albanese,University of Arkansas,6.06
642,Teague Hamilton,UC Santa Barbara,5.96
643,Jaime Barajas,Utah State University,5.96
644,Sean Kolar,Sacramento State,5.94
645,Conner Huertas,East Tennessee State University,5.93
646,Daryl Monfils,Virginia Commonwealth University,5.93
647,Jose Sangroniz,University of Central Florida,5.92
648,Stefan Doehler,Yale University,5.90
649,Christian Coetzee,UAB,5.90
650,Julian Bradley,University of North Florida,5.88
651,Juan Cruz Soria,University of Texas-Pan American,5.85
652,Justin Carter,"Univ. of Maryland, Baltimore County",5.78
653,Kial Kaiser,Princeton University,5.78
654,Thomas Takemoto,Univ. of San Francisco,5.76
655,Felipe Fonseca,University of Idaho,5.75
656,Blaine Willenborg,University of Pennsylvania,5.73
657,Cameron Green,Furman University,5.72
658,Vasileous Stavropolous,University of Nebraska,5.70
659,Austin Akers,Samford University,5.67
660,Bernard Tefel,University of Miami (Florida),5.65
661,Matt Hamilton,Western Michigan University,5.62
662,Patryk Koscielski,University of Detroit Mercy,5.58
663,Martin Figura,South Carolina State,5.58
664,Tomas Pitra,University of Wisconsin,5.58
665,Eduardo Alfonzo,Florida Gulf Coast University,5.57
666,Odon Barta,University of Idaho,5.54
667,Vikram Hundal,Charlotte,5.47
668,Brendan Tannebaum,Dartmouth College,5.47
669,Diego Nunez,East Tennessee State University,5.44
670,Alex Sidney,Cornell University,5.43
671,Stuart Kenyon,University of Alabama,5.43
672,Nicolas Montoya,University of Notre Dame,5.43
673,Luis Elizondo,University of Louisville,5.43
674,Kert Kilumets,North Carolina Central University,5.42
675,Ismael Dinia,Binghamton University,5.41
676,Benny Schweizer,Lamar University,5.41
677,Joey Swaysland,University of Oregon,5.39
678,Juan Matias Gonzalez,University of Tulsa,5.38
679,Sebastian Schneider,Utah State University,5.37
680,Alexandr Cozbinov,UNLV,5.35
681,Chris Hobgarski,University of Nebraska,5.34
682,Michael Feucht,Lamar University,5.33
683,Connor Curry,Texas Tech University,5.33
684,Yannick Born,Middle Tennessee State University,5.30
685,Jake Jacoby,University of Iowa,5.27
686,Pablo Moreno,Troy University,5.27
687,Jesse Flores,University of Central Florida,5.26
688,MJ Every,St. John's University,5.26
689,Robert Herrera,East Tennessee State University,5.25
690,Rafael Davidian,UC Irvine,5.18
691,Arsav Mohanty,Mercer University,5.17
692,Joseph Van Dooren,Auburn University,5.14
693,Sem Verbeek,University of the Pacific (California),5.08
694,Alexandre Felisa,Stony Brook University,5.05
695,George Wall,Dartmouth College,5.05
696,Sean Donohue,University of Alabama,5.02
697,Felix Schueller,Grand Canyon University,5.02
698,Mark Singnil,University of Toledo,4.96
699,Nils Schuhmann,University of Hawaii,4.96
700,Sam Philp,Mercer University,4.96
701,Marc Collado Castells,Penn State University,4.94
702,Carter Lin,University of Michigan,4.94
703,Vladimir Mijatovic,Gonzaga University,4.93
704,Freddie McGeehan,University of Utah,4.90
705,Dima Zyhmantovich,Middle Tennessee State University,4.83
706,Alex Croker,UNC Asheville,4.83
707,Guillaume Rauseo,Texas A&M-Corpus Christi,4.82
708,Martin Svenning,Yale University,4.81
709,Charles Minc,University of Kentucky,4.81
710,Frankie Colunga,Texas A&M University,4.75
711,Jorge Escutia,University of New Mexico,4.74
712,Mateus Silva,Purdue University,4.71
713,Freddie McGeehan,University of Utah,4.71
714,Vukasin Teofanovic,Marquette,4.70
715,Kevin Wong,University of Michigan,4.70
716,Melker Svard,"Univ. of Maryland, Baltimore County",4.69
717,Andres Torres,UNC Wilmington,4.68
718,Alex Arovin,Tennessee Tech University,4.67
719,Nathan Debut,Stetson University,4.66
720,Justin Ghavami,Samford University,4.64
721,Dimitar Ristovski,Austin Peay State University,4.64
722,Mikheil Khmiadashvili,Santa Clara University,4.61
723,Bayo Philips,Drake University,4.58
724,Daniel Ginzburg,Monmouth University,4.57
725,Florian Kraenzler,"Univ. of Wisconsin, Green Bay",4.51
726,Patrick Mayer,University of Memphis,4.50
727,Robert Dudley,Clemson University,4.48
728,Ignacio Jiminez,Florida Atlantic University,4.47
729,Mac Roy,Michigan State University,4.46
730,Vim De Alwis,University of Pennsylvania,4.45
731,Wilder Pimentel,Virginia Commonwealth University,4.45
732,Laurynas Antropikas,Stetson University,4.38
733,Pierre Garcia,University of Portland,4.37
734,Kevin Lai,University of Kentucky,4.36
735,Soufiane Mouline,South Carolina State,4.36
736,Andres Alban,NJIT,4.35
737,Jacob Behal,Furman University,4.34
738,Tianyu Bao,Florida Gulf Coast University,4.32
739,? Amare,The Citadel,4.30
740,Jeff Hawke,University of Washington,4.30
741,Josh Hurd,Boston University,4.29
742,Yale Goldberg,Stanford University,4.26
743,Patrick Elliott,Ball State University,4.24
744,Robin Haden,Mississippi State University,4.24
745,Javier Restrepo,UNC Wilmington,4.23
746,"STEMPIEN, Krzystof",Idaho State University,4.20
747,Alex Pasareanu,Northwestern University,4.19
748,Vasily Kichigin,College of Charleston,4.16
749,Calvin Mark,U.S. Naval Academy,4.11
750,Reid Delaubenfels,University of Portland,4.10
751,Frederic Cadieux,Northern Illinois University,4.10
752,Rolando Torrellas,Illinois State University,4.08
753,Jacob Sullivan,Brigham Young University,4.04
754,Max Schmidt,Dartmouth College,4.03
755,Jay Leelavanich,Boston University,4.02
756,Diogo Casa,Univ. of Texas at San Antonio,4.02
757,Jocelyn Devilliers,Wichita State University,4.00
758,Juan Marino,University of Arkansas,3.95
759,Manuel Bellutti,Cleveland State University,3.95
760,Othar Kordsachia,Loyola Marymount University,3.93
761,Brian Page,University of Illinois,3.92
762,João Gauer,Florida State University,3.91
763,Philip Nelson,Boston College,3.91
764,James Hignett,University of New Mexico,3.90
765,Bartosz Sawicki,University of Tennessee,3.90
766,Gerhard Gruindelingh,University of South Alabama,3.89
767,Matt Cowley,University of Utah,3.88
768,Jamie Yates,"University of South Carolina, Upstate",3.86
769,Fernando Sala,Clemson University,3.84
770,Abe Hewko,Boise State University,3.82
771,Joseph Cohen,Virginia Commonwealth University,3.82
772,Diego Manzanas,Presbyterian College,3.79
773,Jorge Azuero,Liberty University,3.78
774,Walid Gtari,Bethune-Cookman University,3.77
775,Sam Swank,University of South Carolina,3.76
776,Charlie Ghriskey,College of Charleston,3.75
777,Nika Dolidze,Penn State University,3.74
778,Stuart Tierney,Portland State University,3.73
779,Andrew Goodwin,University of Alabama,3.72
780,Max Fliegner,Dartmouth College,3.72
781,Andrei Andrukhou,Georgia State University,3.71
782,Matt Nardella,University of Pennsylvania,3.68
783,Sebastian Acuna,Georgia State University,3.67
784,Robert Stirling,James Madison University,3.67
785,Remi Chancerel,Youngstown State University,3.66
786,Josh Schramm,"Univ. of Wisconsin, Green Bay",3.64
787,Brandon Sutter,Stanford University,3.64
788,Jordan Kaufman,Elon University,3.63
789,Elijah Melendez,Georgia Tech,3.62
790,Joe Motta,Marist College,3.62
791,Jakub Eisner,Illinois State University,3.61
792,Alexander Kokorev,University of Wisconsin,3.61
793,Luke Bohuslav,Loyola Marymount University,3.60
794,Jonathan Hammel,UC Irvine,3.59
795,Ivan Kravtchenko,Brown University,3.58
796,Cahit Kapukiran,George Washington University,3.58
797,Rodolfo Jauregui,University of New Mexico,3.57
798,Raphael Termat,Stony Brook University,3.57
799,Jose Carranza,University of Wisconsin,3.56
800,Adrian Legarreta,Grand Canyon University,3.56
801,Lars De Boer,College of William and Mary,3.55
802,Brian Foley,Boise State University,3.49
803,Harrison McCormick,U.S. Military Academy,3.48
804,Johan Jonhagen,University of Utah,3.48
805,Dillon Segur,Liberty University,3.46
806,Mark Kovacs,University of Idaho,3.46
807,Anthony Delcore,Wake Forest University,3.45
808,Nicolas Rakitin,Campbell University,3.44
809,Thomas Mayronne,University of South Carolina,3.40
810,Kai Wehnelt,University of Hawaii,3.40
811,Victor Hoang,Middle Tennessee State University,3.39
812,Austin Ansari,Clemson University,3.39
813,Justin Agbayani,UC Irvine,3.38
814,Charlie Emhardt,Valparaiso University,3.37
815,Mauricio Antun,Belmont University,3.37
816,Daniel Mack,UNC Greensboro,3.37
817,Everth Dzib,University of South Florida,3.37
818,Jordan Gobatie,Northern Arizona University,3.37
819,Robert Lindgren,Elon University,3.34
820,Joel Rubio,Univ. of Texas at San Antonio,3.33
821,Duk Young-Park,Morgan State University,3.32
822,Fares Kilani,Samford University,3.31
823,David Mushayev,University of Arizona,3.31
824,Zvonimir Podvinski,Old Dominion University,3.31
825,Albert Codina Sala,Georgia Southern University,3.31
826,Zachary Morris,Bryant University,3.30
827,Jonathan Poon,UC Irvine,3.28
828,Robert Dula,Eastern Washington University,3.28
829,Niklas Brandes,Montana State University-Bozeman,3.28
830,Jonathan Hannestad,University at Buffalo,3.27
831,Rakshit Rishi,University of Southern Mississippi,3.26
832,Daniel Morgan,Columbia University,3.25
833,Jeremy Bourgeois,Brigham Young University,3.25
834,Aaron Sandberg,Brown University,3.25
835,Alejandro Manzanares,Lipscomb University,3.25
836,Sebastian Ionescu,University at Buffalo,3.23
837,Daniel Hernandez,Lipscomb University,3.20
838,Trey Carter,Samford University,3.19
839,Rick Timmerman,Coastal Carolina University,3.17
840,Eliott Hureau,Binghamton University,3.15
841,Aidan Carrazedo,Brigham Young University,3.14
842,Cristobal Ramos Salazar,University of Idaho,3.14
843,Shamael Chaudhry,Davidson College,3.13
844,Arnav Mohanty,Mercer University,3.12
845,Simon Julin,Stetson University,3.10
846,Will Juggins,College of William and Mary,3.09
847,Jakub Gewert,Weber State,3.09
848,Danny Bruce,Presbyterian College,3.08
849,Nikita Zverkov,Gardner-Webb University,3.07
850,Elio Livi,St. John's University,3.06
851,Ruben Greiner,Western Michigan University,3.05
852,Sam Lampman,U.S. Military Academy,3.05
853,Matt Browne,Furman University,3.04
854,Jakhongir Jalalov,University of Wisconsin,3.03
855,Addison Appleby,College of William and Mary,3.03
856,Donovan McSeveney,UAB,3.02
857,Will Huyton,University of Louisiana,3.02
858,Corey Robinson,Duquesne University,3.02
859,Ciaran Fitzgerald,University of San Diego,3.01
860,Harrison Kennedy,LSU,3.00
861,Photos Photiades,Yale University,3.00
862,Graham Ball,Stetson University,2.99
863,Shoki Kasahara,University of Arizona,2.96
864,Daniel Bustamante,Troy University,2.96
865,Kristiyan Trukov,Marquette,2.96
866,Andranik Khachatryan,San Diego State University,2.95
867,Jorg Van Der Vloet,Cleveland State University,2.94
868,Michael Reilly,Penn State University,2.94
869,Nick Dykema,Marquette,2.94
870,Georg Lundkvist,Northern Illinois University,2.93
871,Andrew Riminton,UC Santa Barbara,2.92
872,Axel Damiens,Cal Poly,2.92
873,Koby Jansen,University of Texas-Pan American,2.92
874,Arthur Dobradin,Purdue University,2.92
875,Alex Van Velzer,U.S. Military Academy,2.91
876,Martin Figura,South Carolina State,2.91
877,Jared Madison,University of Portland,2.91
878,Naveen Beasley,Cal Poly,2.91
879,Chas Okamoto,University of Hawaii,2.90
880,Josh Record,College of Charleston,2.89
881,Alex Hamilton,University of the Pacific (California),2.88
882,Grey Hamilton,University of Mississippi,2.88
883,Juan Sheppard,Furman University,2.87
884,Miguel Negre Fernandez,Middle Tennessee State University,2.86
885,Grant Taylor,U.S. Air Force Academy,2.85
886,Sam Bertram,Santa Clara University,2.84
887,Renan Samed,Coastal Carolina University,2.83
888,Carlos Manzanas,Northern Illinois University,2.82
889,Eric Frueh,University of Minnesota,2.82
890,Brad Marriott,University of Southern Mississippi,2.82
891,Przemyslaw Filipek,Monmouth University,2.81
892,Daniel Faierman,Yale University,2.79
893,Javier Pujol,Texas A&M-Corpus Christi,2.78
894,Jack Swindells,Utah State University,2.76
895,Urh Krajnc Domiter,Illinois State University,2.74
896,Alejandro Valencia,Kennesaw State University,2.73
897,Aaron Jumonville,Austin Peay State University,2.72
898,Matthew Krizinger,Virginia Commonwealth University,2.68
899,Nash Vollenwider,Saint Mary's College of California,2.68
900,Lewis Roskilly,Boise State University,2.67
901,Alex Drean,"Univ. of Maryland, Baltimore County",2.63
902,Devin Barber,Cal Poly,2.62
903,Zandrix Acob,Florida Atlantic University,2.61
904,Thomas Spratt,University of Pennsylvania,2.61
905,Calum McKinlay,Troy University,2.59
906,Jesse Ross,UC Davis,2.58
907,Ben Horst,Furman University,2.58
908,Peter Beatty,Georgetown University,2.57
909,David Ball,Brigham Young University,2.57
910,Liam Goldberg,New Mexico State University,2.57
911,Ian Van Cott,Tulane University,2.55
912,Daniel Casablancas,Georgia Southern University,2.55
913,Alberto Esteban,Tennessee Tech University,2.54
914,Louis-Philippe Hamel,Northern Illinois University,2.54
915,Tomsz Soltyka,Montana,2.53
916,Luiz Pinto,UAB,2.53
917,Andy Lau,Troy University,2.53
918,Felipe Jaworski,Georgia State University,2.52
919,Ray Leonard,Ball State University,2.51
920,Jake Stefanik,University of Kentucky,2.50
921,Christoffer Greve,Illinois State University,2.49
922,Tucker Saxon,University of Minnesota,2.48
923,Alex Calott,Charlotte,2.48
924,Jimmy Lange,George Mason University,2.46
925,Sten Leusink,DePaul University,2.46
926,Sebastian Salinas,James Madison University,2.45
927,Sebastian Mueller,Eastern Kentucky University,2.44
928,Stuart DePaolo,North Carolina,2.44
929,Tomas Cosmai,Utah State University,2.44
930,Michael Beiler,Florida Gulf Coast University,2.43
931,Dylan Gee,Jacksonville State University,2.43
932,Jake Bouchillon,Kennesaw State University,2.42
933,Nils Ellefsen,University of Kentucky,2.42
934,Youssef Hassan,Fresno State,2.40
935,Cedric Dujacquier,Belmont University,2.39
936,Blake Gregor,University of New Orleans,2.38
937,Henrik Munch,Rice University,2.38
938,Franz Sydow,College of Charleston,2.38
939,Anthony Tsodikov,Stanford University,2.37
940,Ramon van Flymen,Eastern Kentucky University,2.36
941,Rob Mitchell,Lipscomb University,2.35
942,Jarred Wynan,University of Louisiana,2.35
943,Simon Formont,Northern Illinois University,2.35
944,Joey Leto,"Univ. of Wisconsin, Green Bay",2.35
945,Wen-Po Tseng,University of Southern Mississippi,2.34
946,Rodrigo Encinas,College of Charleston,2.34
947,Daniel Kripak,UNC Asheville,2.34
948,Amar Hromic,University at Buffalo,2.34
949,Jakub Vitek,South Carolina State,2.32
950,Andrew Harrington,University of Miami (Florida),2.32
951,Tarun Surat,University of Southern Mississippi,2.32
952,Davis Crocker,University of Michigan,2.31
953,Alex Braun,Montana,2.31
954,Marlon Brand,University of the Pacific (California),2.30
955,Robert Margitfalvi,University of Nevada,2.29
956,Richard Robbie,Duquesne University,2.28
957,Lukas Shaefer,Campbell University,2.28
958,Nile Clark,University of Miami (Florida),2.28
959,Tony Miller,University at Buffalo,2.28
960,Airam Castellano,UMKC,2.28
961,Kyle Johnson,DePaul University,2.28
962,Andrew Dzulnsky,University of Nebraska,2.27
963,Jacob Wilson,Illinois State University,2.25
964,Caryl Hernandez,UC Irvine,2.25
965,Josh Luck,Elon University,2.24
966,Tate Allwardt,Vanderbilt University,2.23
967,Chris Essick,Indiana University-Bloomington,2.22
968,Stefan Burnett,Florida Atlantic University,2.20
969,Scott Huang,College of William and Mary,2.19
970,Miguel Cepeda,Boston University,2.19
971,Jabor Al-Mutawa,Coastal Carolina University,2.19
972,Brendon Kempin,University of Notre Dame,2.18
973,Jack Haffey,Florida State University,2.18
974,Marcus Fritz,Utah State University,2.16
975,Christofer Goncalves,New Mexico State University,2.16
976,Andrew Dromsky,University of Tennessee,2.16
977,Alexander Gitin,Florida Atlantic University,2.13
978,Nikhil Jayashankar,California,2.13
979,Patriek Wolterbeek,East Carolina University,2.12
980,Fernando Sunago,University of Nevada,2.12
981,Charlie Nettlefold,SMU,2.11
982,Chris Angulo,Northern Kentucky University,2.10
983,Robin Demasse,Belmont University,2.09
984,Aidan Talcott,University of Denver,2.07
985,Carsten Fisher,Univ. of Dayton,2.07
986,Alexandre Locci,Northern Arizona University,2.06
987,Partha Adovelly,Nicholls State University,2.06
988,Preston Touliatos,Eastern Illinois University,2.06
989,Chris Seitz,Villanova University,2.05
990,Fedor Andrienko,Yale University,2.05
991,Christopher Clayton,Sacramento State,2.04
992,John Zordani,University of Wisconsin,2.04
993,Joan Carles Alcala,Georgia Southern University,2.03
994,Michael Dube,Michigan State University,2.03
995,Hudson Blake,TCU,2.02
996,Ben Kelley,Presbyterian College,2.02
997,Theophile Lanthiez,Old Dominion University,2.02
998,Austin Bates,Florida Gulf Coast University,2.02
999,Brent Lett,Clemson University,2.01
1000,Chris Fletcher,George Washington University,2.00
1001,Carter Lam,University of Hawaii,1.99
1002,Jefferson Wendler-FIlho,Jacksonville State University,1.98
1003,Amar Saletovic,Oral Roberts University,1.98
1004,Michael Sinha,University of Wisconsin,1.98
1005,Eliott Loubatie,"Univ. of Maryland, Baltimore County",1.98
1006,Niclas Genovese,University of Miami (Florida),1.98
1007,Federico Ruiz,St. John's University,1.96
1008,Kyle Hoffman,Georgia Southern University,1.96
1009,Kester Black,Northern Arizona University,1.95
1010,Reece Acree,University of Central Florida,1.95
1011,Nathan de Veer,DePaul University,1.94
1012,Kieran Cronin,Nicholls State University,1.93
1013,Cameron Tehrani,Marquette,1.93
1014,Thomas Panoulas,UNC Asheville,1.93
1015,Trevor Gotkowski,Wofford,1.93
1016,Andre Napolitana,Montana State University-Bozeman,1.93
1017,Jasper Koenen,Michigan State University,1.92
1018,Alex Alvaro,Eastern Kentucky University,1.91
1019,Dylan Brown,Cornell University,1.89
1020,Michal Rolski,Wagner College,1.89
1021,Korhan Ates,Gardner-Webb University,1.89
1022,Korhan Ates,Gardner-Webb University,1.87
1023,Vladyslav Yanchenko,South Carolina State,1.86
1024,Felix Albert,University of Hawaii,1.86
1025,Yaroslav Prostakov,Gardner-Webb University,1.86
1026,Louis-Philippe Gascon,University of Utah,1.86
1027,Diogo Soares,Eastern Kentucky University,1.85
1028,Jeremy Schneider,Xavier University,1.85
1029,Oliver Snaider,Mercer University,1.84
1030,Mario Muniesa,University of Texas at Arlington,1.84
1031,Landon Barlow,Weber State,1.83
1032,AJ Aziz,Boston College,1.83
1033,Thomas Hunt,Saint Mary's College of California,1.80
1034,Eduardo Lourido-Sanchez,Samford University,1.79
1035,Lucas Lesoeur,Cal Poly,1.79
1036,Egon Samaai,Liberty University,1.79
1037,Jacob Svensson,Virginia Commonwealth University,1.79
1038,Jack Maddocks,Appalachian State University,1.79
1039,Saxon Beuhning,San Diego State University,1.78
1040,Bradley Orban,Fairfield University,1.78
1041,Karlyn Small,Florida A&M University,1.78
1042,Sam O'Neill,Butler University,1.78
1043,Garrett Gordon,College of Charleston,1.77
1044,Tony Russell,SMU,1.77
1045,Ismael Kaouache,Howard University,1.77
1046,Grant Riechmann,U.S. Military Academy,1.77
1047,Sam Meessen,Nicholls State University,1.77
1048,Jose Morales,Stony Brook University,1.77
1049,Kelvin Lam,Harvard University,1.77
1050,Hamza Laalej,Drexel University,1.76
1051,Kei Ezaka,Quinnipiac University,1.75
1052,Robert Skolik,Eastern Illinois University,1.75
1053,Todd Fought,Weber State,1.74
1054,Blake Daniel,U.S. Naval Academy,1.74
1055,Javier Martin-Morillas,Montana State University-Bozeman,1.74
1056,Mitch Maroscher,Grand Canyon University,1.74
1057,Roy Brandys,Sacramento State,1.73
1058,Viktor Selander,"University of South Carolina, Upstate",1.73
1059,Mikhail Esipov,University of Southern Mississippi,1.73
1060,Vasili Caripi,St. John's University,1.72
1061,Julian Rozenstein,Quinnipiac University,1.72
1062,Peter Nagovnak,Winthrop University,1.72
1063,Joao Riquelme,Univ. of Texas at San Antonio,1.70
1064,Michiel Meekers,Radford University,1.69
1065,Yannick Schmidl,Montana,1.69
1066,Daridge Saidi,Eastern Kentucky University,1.68
1067,Renan Hanayama,Purdue University,1.68
1068,Jeremy Lynn,University of Minnesota,1.68
1069,Connor Thompson,UNC Greensboro,1.68
1070,Mitchell Martell,UAB,1.68
1071,Bernardo Oliveira,University of the Pacific (California),1.67
1072,Ernest Alberch,Gardner-Webb University,1.67
1073,Stefan Lugonjic,Indiana University-Bloomington,1.67
1074,Louis Ishizaka,Virginia Commonwealth University,1.66
1075,Christopher Egan-Morriss,UAB,1.66
1076,Arthur Stefani,Xavier University,1.64
1077,Brian Kowalski,Elon University,1.64
1078,Juan Madrid,Elon University,1.62
1079,Paul Cisti,Charlotte,1.62
1080,Joseph Dube,Marist College,1.61
1081,Benjamin Kaszas,Gardner-Webb University,1.61
1082,Walker Sims,U.S. Naval Academy,1.59
1083,Artur Culicovschi,UNLV,1.58
1084,Matt Sweet,Utah State University,1.57
1085,Andres Cobos,IPFW,1.56
1086,Chase Gordon,University of Tulsa,1.56
1087,Hank Workman,Boston College,1.55
1088,Alexander Santiago,Univ. of San Francisco,1.55
1089,Nicklas Wingord,Chattanooga,1.53
1090,Aries Wong,U.S. Naval Academy,1.53
1091,Lucas Plesky,Chattanooga,1.53
1092,Timo Kranz,University of New Orleans,1.52
1093,Juuso Laitinen,Lamar University,1.51
1094,Bradford Zitsch,University of Nebraska,1.51
1095,Juan Troglia,University of South Alabama,1.51
1096,Shoti Meparizde,North Carolina State,1.51
1097,Jacob Whalley,Fairleigh Dickinson University,1.51
1098,Vlad Kramarov,University of Louisiana,1.50
1099,Germain Degardin,New Mexico State University,1.50
1100,Rodrigo Oliveira,Illinois State University,1.50
1101,Alex Hahn,University of Richmond,1.50
1102,Brice Allanic,College of Charleston,1.49
1103,Garrett Gardner,Valparaiso University,1.48
1104,Alex Bourgeois,Loyola Marymount University,1.47
1105,Brendan Dempsey,Gardner-Webb University,1.47
1106,Vidit Vaghela,Monmouth University,1.47
1107,Todd Volmari,Loyola Marymount University,1.47
1108,David Hager,Davidson College,1.46
1109,Robert Allan,University of Nevada,1.46
1110,Gerard Guell,IPFW,1.46
1111,Alex Toliver,IUPUI,1.46
1112,Alec Miller,College of William and Mary,1.46
1113,Hector Ramirez,University of Texas-Pan American,1.46
1114,Manuel Montenegro,Austin Peay State University,1.46
1115,Canyon Teague,University of Richmond,1.45
1116,Olivier Gingras,University of South Alabama,1.45
1117,Silviu Mistreanu,Youngstown State University,1.45
1118,Alexander Chepik,Bethune-Cookman University,1.45
1119,Isaac Lloveras,Univ. of Illinois at Chicago,1.45
1120,Washi Gervais,St. Francis Univ. (Pennsylvania),1.44
1121,Cameron Smith,UNC Greensboro,1.44
1122,Alexandr Rudenco,Montana,1.44
1123,Richard Meade,Florida Atlantic University,1.44
1124,Strahinja Trecakov,New Mexico State University,1.44
1125,Youssef Khalafallah,George Mason University,1.43
1126,Hayes Brewer,University of Alabama,1.42
1127,Dylan Steffens,Illinois State University,1.42
1128,Bernard Wezeman,Nicholls State University,1.41
1129,Alejandro Gomez Estrada,Monmouth University,1.41
1130,Alex Hagermoser,Yale University,1.41
1131,Nicky Wong,University of Toledo,1.40
1132,Will Topp,Seattle University,1.39
1133,Ali Shabib,Cleveland State University,1.39
1134,Alex Araouzos,University of San Diego,1.39
1135,Semion Branzburg,Montana,1.38
1136,Karl Enander,Cal Poly,1.38
1137,Wesley Wong,George Mason University,1.37
1138,Adrien Rossignon,Campbell University,1.36
1139,Kian McLean,Florida Atlantic University,1.36
1140,Andreas Boers,Illinois State University,1.36
1141,Felix Schumann,Northern Arizona University,1.36
1142,Anthony Arocho,Brown University,1.36
1143,Andrew Gong,UC Irvine,1.36
1144,Jonas Kuwert,Quinnipiac University,1.36
1145,Artemie Amare,The Citadel,1.35
1146,Gustavo Gonzalez,Rice University,1.35
1147,Jeremy Kochman,Lehigh University,1.34
1148,Riley Reist,Ohio State University,1.33
1149,Marco Lam,Georgetown University,1.32
1150,Sam Todd,Dartmouth College,1.32
1151,Stieg Martens,University of Iowa,1.31
1152,Julian Ruffin,UC Riverside,1.31
1153,Nathan Ponton,University of Detroit Mercy,1.31
1154,Alfonso Castellano,Longwood University,1.31
1155,James Markiewicz,Saint Mary's College of California,1.30
1156,Lucas Fumagalli,U.S. Air Force Academy,1.30
1157,Santiago Sierra,University of Utah,1.30
1158,Vasudev Vijayaraman,Alcorn State University,1.30
1159,Gabriel Chavas Araujo,Xavier University,1.29
1160,Mathias Chaim,Jacksonville State University,1.29
1161,Paul Cook,Texas A&M-Corpus Christi,1.29
1162,Ricardo Pabon,East Tennessee State University,1.29
1163,Michael Chen,Winthrop University,1.28
1164,Chad Hoskins,North Carolina,1.28
1165,Parker Lawley,South Dakota State,1.28
1166,Ethan Lopez,Portland State University,1.27
1167,Christos Hadjigeorgiou,George Washington University,1.27
1168,Matteo Giudici,Marist College,1.27
1169,Colin Roller,East Carolina University,1.27
1170,Kevin Gonzalez,Stetson University,1.26
1171,Robert Dubuque,Florida Atlantic University,1.26
1172,Kent Mukai,Boston College,1.26
1173,Brett Moorhead,James Madison University,1.26
1174,Andre Romanello,Marquette,1.26
1175,Kyle Childree,Boston College,1.25
1176,Ignacio Garrido,"University of South Carolina, Upstate",1.25
1177,Romain Lefevre,University of New Orleans,1.25
1178,JB Gough,Davidson College,1.22
1179,Jake Faundez,Samford University,1.22
1180,Mehdi Mekaoui,Duquesne University,1.22
1181,Daniel Gray,"Univ. of Maryland, Baltimore County",1.21
1182,Andrey Smirnov,UMKC,1.21
1183,Anderson Scarpa,Mercer University,1.21
1184,Marshall Sharp,University of Pennsylvania,1.21
1185,Marthinus Visser,Campbell University,1.21
1186,Evan Karatzas,Nicholls State University,1.20
1187,Will Kwok,Boston University,1.20
1188,Woravin Kumthonkittikul,Monmouth University,1.19
1189,Alberto De Meo,University of North Florida,1.19
1190,Blake Anthony,University of Oregon,1.18
1191,Jim Beckwith,Western Michigan University,1.18
1192,Nicolas Paulus,Temple University,1.17
1193,Philippe Courteau,Lipscomb University,1.16
1194,Jordan Portner,Georgetown University,1.15
1195,Alexander Lykou,Presbyterian College,1.15
1196,Riley Newman,Seattle University,1.15
1197,Michael Nguyen,U.S. Military Academy,1.14
1198,Stephen Ong,Temple University,1.14
1199,Julien Hochner,Marist College,1.14
1200,Mile Cilic,University of Nevada,1.14
1201,Miguel Alvarez-Hevia,University of Texas-Pan American,1.14
1202,Sean Bacha,Florida Atlantic University,1.13
1203,Santiago Cevallos,San Diego State University,1.13
1204,Oliver Dufour-Coursol,Niagara University,1.13
1205,Jeandre Hoogenboezem,Lamar University,1.13
1206,Xavier Gonzalez,Harvard University,1.12
1207,Jorge Gonzalez Soler,"Univ. of Wisconsin, Green Bay",1.11
1208,Matt Wagner,Boston College,1.11
1209,Gus Benson,University of Kentucky,1.10
1210,David Schenk,South Carolina State,1.09
1211,Damien Brenard,East Carolina University,1.08
1212,Harrison Lang,Creighton University,1.08
1213,Rafael Orantes,University of Detroit Mercy,1.08
1214,Jan Penhec,Oral Roberts University,1.08
1215,David Sklar,Wofford,1.08
1216,Santiago Salazar,University of Louisville,1.07
1217,Martin Muadi,IPFW,1.07
1218,Tom Hjertonsson,Northern Illinois University,1.06
1219,Eduardo Landin,Georgia Southern University,1.05
1220,Jake Rother,Univ. of Texas at San Antonio,1.05
1221,Aaron Capitel,George Mason University,1.05
1222,Manuel de Luis,Mercer University,1.04
1223,Josip Smoljan,Univ. of Incarnate Word,1.04
1224,Brandon Mills,Presbyterian College,1.04
