rk,player,team,str
1810,Caio Niel,Belmont University,0.13
1811,Peter Molloy,"Southern Illinois, Carbondale",0.13
1812,Stephen Washuta,"Southern Illinois, Edwardsville",0.13
1813,S Gonkstaris,Jackson State University,0.13
1814,Ismail Kadyrov,University of Detroit Mercy,0.12
1815,David Bergstrom,Univ. of North Dakota,0.12
1816,Nick Laub,Colgate University,0.12
1817,Nick Barker,George Mason University,0.12
1818,Brian Hickey,Valparaiso University,0.12
1819,Garrett Cona,University of Toledo,0.12
1820,Thomas Hulme,IUPUI,0.12
1821,John Nogalski,Saint Louis University,0.12
1822,Juan Alanis,Wagner College,0.12
1823,James McManus,"Nebraska, Omaha",0.12
1824,Tim Abbraciamento,Villanova University,0.12
1825,Vihar Shah,Binghamton University,0.12
1826,Filip Stipcic,Temple University,0.12
1827,Victor Blanco,St. Bonaventure University,0.12
1828,William Jones,Howard University,0.12
1829,Nikola Pavlovic,Western Illinois University,0.12
1830,David Bush,Liberty University,0.11
1831,Octavio Canibe,Bucknell University,0.11
1832,Jose Calero,IUPUI,0.11
1833,Jack Desse,"Southern Illinois, Edwardsville",0.11
1834,Rob Alter,Colgate University,0.11
1835,Garry Amor,Alcorn State University,0.11
1836,Rhys Richardson,University of Idaho,0.11
1837,Eli Cerdan,St. Francis Univ. (Pennsylvania),0.11
1838,Bradley Noyes,Villanova University,0.11
1839,Tomas Hons,Northern Arizona University,0.11
1840,Fateh Singh,Norfolk State University,0.11
1841,Win Reynolds,Colgate University,0.11
1842,Jose Pestana,Wright State University,0.11
1843,Sunay Bhat,University of Tennessee,0.11
1844,Chase Hamilton,Valparaiso University,0.11
1845,Ian Glessing,Temple University,0.11
1846,Colin Hart,Eastern Kentucky University,0.11
1847,Balint Zsidai,Northern Kentucky University,0.10
1848,Colin Buckley,"Nebraska, Omaha",0.10
1849,Danny Moyer,Boise State University,0.10
1850,Mitchell Cook,Texas A&M-Corpus Christi,0.10
1851,Trey Crysel,Lamar University,0.10
1852,Stefano Blatt,South Dakota State,0.10
1853,Connor Oberle,Univ. of North Dakota,0.10
1854,Tim Puterio,University of Delaware,0.10
1855,Elmar Lutz,Holy Cross,0.10
1856,Jose Zurro,Morehead State University,0.10
1857,Dylan Appel,Fairfield University,0.10
1858,Nolan Marks,Cleveland State University,0.09
1859,James Mitchell,Austin Peay State University,0.09
1860,Tanner Berkabile,Seattle University,0.09
1861,Ryoma Haraguchi,Quinnipiac University,0.09
1862,Oliver Dedding,The Citadel,0.09
1863,Diogo Garnel,Fairleigh Dickinson University,0.09
1864,Peter Bleach,The Citadel,0.09
1865,Lorenz Schwab,Campbell University,0.09
1866,Francisco Del Valle,Sacred Heart University,0.09
1867,Y. Dingles,Alabama A&M University,0.09
1868,Ian Risenhoover,Portland State University,0.09
1869,Richard Sec,Duquesne University,0.09
1870,Adam Salam,Mount St. Mary's University,0.08
1871,Stephen Miller,University of Toledo,0.08
1872,Christoffer Appelgren,University of New Orleans,0.08
1873,Hari Rohan,Stony Brook University,0.08
1874,Kashyap Ashok,Drexel University,0.08
1875,Trevor Haskell,St. Bonaventure University,0.08
1876,Aidan Saggers,"Southern Illinois, Carbondale",0.08
1877,Andrew Dottino,Georgetown University,0.08
1878,Morgan White,University of Hartford,0.08
1879,Austin Russell,Northern Illinois University,0.08
1880,Paul Hogan,Gardner-Webb University,0.08
1881,No Player,Norfolk State University,0.08
1882,Federico Mendletta,Jackson State University,0.08
1883,Dylan Harvala,Montana State University-Bozeman,0.08
1884,Vuk Subotic,Drexel University,0.08
1885,Iago Seffrin,Austin Peay State University,0.08
1886,Justin Pagan,Sacred Heart University,0.08
1887,Yehia El Sallaly,Saint Louis University,0.07
1888,John Peacey,Chattanooga,0.07
1889,Ben Wood,Drake University,0.07
1890,Michael Rosengren,Villanova University,0.07
1891,Nicholas Whitehead,North Carolina A&T State University,0.07
1892,Timber Erskine,Bucknell University,0.07
1893,Scott Hinze,Weber State,0.07
1894,Karlo Skvorc,Alabama State University,0.07
1895,Kula Companion,University of Hawaii,0.07
1896,Brent Chin,University of Oregon,0.07
1897,Mathieu Pilote-Schraenen,Sacred Heart University,0.07
1898,Zac McEntee,University of Connecticut,0.07
1899,Ben Spencer,Southern Utah University,0.07
1900,Chris Matturri,Lafayette College,0.07
1901,Jason Burgess,Liberty University,0.07
1902,Garrett Mandrell,Morehead State University,0.06
1903,Marko Minic,"Nebraska, Omaha",0.06
1904,Logan Walker,UNC Greensboro,0.06
1905,Mason Keel,Lafayette College,0.06
1906,Artem Tarasov,Tennessee Tech University,0.06
1907,Peter Collins,Siena College,0.06
1908,Rok Sitar,University of Louisiana,0.06
1909,N/A Albuerquerque,University of New Orleans,0.06
1910,Max McLean,Murray State University,0.06
1911,Kyle Burton,Tennessee State University,0.06
1912,Braxton Bates,Oral Roberts University,0.06
1913,Gagan Jain,Tennessee Tech University,0.06
1914,Hans Nardelli,Belmont University,0.06
1915,Eduardo Martinez,Eastern Washington University,0.06
1916,Jake Lazer,Lafayette College,0.06
1917,Brett Cabon,North Carolina A&T State University,0.06
1918,Reid Burch,Loyola College (Maryland),0.06
1919,Cody Miller,Idaho State University,0.06
1920,Cameron Amyot,Fairfield University,0.06
1921,Ahmed Al-Shawafi,Rider University,0.06
1922,Ryan Swanier,Jackson State University,0.06
1923,Eric Schuemans,Univ. of Northern Colorado,0.06
1924,Thomas Persico,North Carolina Central University,0.05
1925,David Hess,Murray State University,0.05
1926,Austin Mayo,Univ. of Northern Colorado,0.05
1927,Jared Woodson,Eastern Illinois University,0.05
1928,Luka Kaic,NJIT,0.05
1929,Jack Riazzi,Davidson College,0.05
1930,Thais Minet,Lipscomb University,0.05
1931,Gus Orlando,Seattle University,0.05
1932,Jonny Higham,South Dakota State,0.05
1933,Hunter Whalen,Coastal Carolina University,0.05
1934,Matt Bennion,"University of South Carolina, Upstate",0.05
1935,Tamina Kienka,North Carolina Central University,0.05
1936,Richie Agarwal,Jackson State University,0.05
1937,Mark Pronchick,Colgate University,0.05
1938,Ryan Templet,The Citadel,0.05
1939,Wacil Bendjelti,Eastern Washington University,0.05
1940,Orin Duffin,Idaho State University,0.05
1941,Simon Jackermeier,St. Peter's University,0.05
1942,Dan Rombola,University of Hartford,0.05
1943,Gavin Lewis,Coppin State College,0.05
1944,Lucas Dages,Purdue University,0.05
1945,Hawkins Owens,Howard University,0.05
1946,Kiran Mani,Fairleigh Dickinson University,0.05
1947,Jan Dernic,Marist College,0.05
1948,Ryan Lugtu,University of Hartford,0.05
1949,Cassell King,Univ. of Northern Colorado,0.05
1950,Eric Sumanaru,Siena College,0.05
1951,David Constantinescu,Eastern Illinois University,0.05
1952,Connor Arend,Gonzaga University,0.05
1953,Erick Ward,Morgan State University,0.05
1954,Michael Cha,Univ. of Maryland Eastern Shore,0.05
1955,Jonas Stropus,Eastern Kentucky University,0.05
1956,Pavels Grigorjevs,Chattanooga,0.05
1957,Josh Goodwin,Idaho State University,0.04
1958,No Player 3,Alabama A&M University,0.04
1959,Lee-Shawn Stein,Wagner College,0.04
1960,Ryan Foster,Fairleigh Dickinson University,0.04
1961,Jake Mostyn-Kolb,Wagner College,0.04
1962,Jakob Keppelmann,Fresno State,0.04
1963,Martin Bedecarratz,St. Francis College (New York),0.04
1964,Jordan Kuchta,Loyola College (Maryland),0.04
1965,Francese Terns,St. Francis College (New York),0.04
1966,Mike Standifer,Santa Clara University,0.04
1967,Trey Nickerson,Florida Atlantic University,0.04
1968,Sajid Rahman,Univ. of Arkansas Pine Bluff,0.04
1969,Eric Pontow,Univ. of Illinois at Chicago,0.04
1970,Jared Vigen,Univ. of North Dakota,0.04
1971,Nils Hallestrand,University of Iowa,0.04
1972,Karan Narula,Sacred Heart University,0.04
1973,Jordan Loughnan,Univ. of Northern Colorado,0.04
1974,Gary Notkin,South Dakota State,0.04
1975,Pablo Lopez,Bethune-Cookman University,0.04
1976,Brian Power,Sacred Heart University,0.04
1977,Matt Helm,Ball State University,0.04
1978,Brian Stefanowicz,Lafayette College,0.04
1979,Scott Christian,Marquette,0.04
1980,Julian Chavez,Chicago State University,0.04
1981,Luqman Ebrahim,College of William and Mary,0.04
1982,Alberto Tintoré,Eastern Kentucky University,0.04
1983,Blake Wiggins,TCU,0.04
1984,Bruno Snyder,Prairie View A&M University,0.04
1985,Vuk Vukovic,Eastern Washington University,0.04
1986,TJ De Santo,St. Bonaventure University,0.04
1987,Terey Hackney,Norfolk State University,0.04
1988,Ty Misialek,Univ. of North Dakota,0.04
1989,Aaron Madaris,Wright State University,0.04
1990,Nicolas Butler,Univ. of Arkansas Pine Bluff,0.04
1991,Grant Reiman,Eastern Illinois University,0.04
1992,Juan Molina,University of Hartford,0.04
1993,Max Peara,Fordham University,0.04
1994,James Gray,UNC Greensboro,0.04
1995,L. Sanchez,Alabama A&M University,0.03
1996,Luke Thompson,Eastern Washington University,0.03
1997,Miguel Flores,Saint Louis University,0.03
1998,No Player,Univ. of Arkansas Pine Bluff,0.03
1999,M. Monray,Alabama A&M University,0.03
2000,Rick Delboi,Wagner College,0.03
2001,No Player 5,Alabama A&M University,0.03
2002,Viboosh Chandrasekar,Auburn University,0.03
2003,Connor Andrews,IPFW,0.03
2004,Daniel Bernal,Tennessee State University,0.03
2005,Dylan Karchere-Sun,Lehigh University,0.03
2006,Jacob Sheldon,Univ. of Northern Colorado,0.03
2007,Devin Outten,Univ. of Maryland Eastern Shore,0.03
2008,Jay Joshi,University of Detroit Mercy,0.03
2009,Luke Lemieux,Fairfield University,0.03
2010,Cory Seltman,Sacred Heart University,0.03
2011,Daniel Oakes,Valparaiso University,0.03
2012,Rory Samuels,Illinois State University,0.03
2013,A. Greig,Univ. of Arkansas Pine Bluff,0.03
2014,Luke Thompson,Hampton University,0.03
2015,Andre Buchanan-Dempsey,Univ. of Incarnate Word,0.03
2016,Tom Haile,Colgate University,0.03
2017,Daniel Populus,University of New Orleans,0.03
2018,Othen Lima,Tennessee Tech University,0.03
2019,Francis Nadeau,Niagara University,0.03
2020,Parker Goldstien,University of Connecticut,0.03
2021,Mason Bourbon,Wright State University,0.03
2022,Brian Balico,La Salle University,0.03
2023,Greg Olesnycky,Loyola College (Maryland),0.03
2024,Trent Reiman,Eastern Illinois University,0.03
2025,Austin Miller,Idaho State University,0.03
2026,Christopher Geaslen,Elon University,0.03
2027,D. Johnson,Alabama A&M University,0.03
2028,Max Heerinckx,Santa Clara University,0.03
2029,JJ Tauil,Fordham University,0.03
2030,Alex Romaine,University of Hartford,0.03
2031,Luis Miguel Flores,Saint Louis University,0.03
2032,Alex Castro,Loyola College (Maryland),0.03
2033,Stefan Vojnic,Alabama State University,0.03
2034,James Chung,St. Francis College (New York),0.03
2035,Vishu Prasad,Jackson State University,0.03
2036,Enrique Samudio,Morehead State University,0.03
2037,Kyle Hairston,North Carolina Central University,0.03
2038,Julien Philippe,Fairleigh Dickinson University,0.03
2039,Diego Venegas,Wright State University,0.03
2040,Leonardo Vieira,Univ. of Arkansas Pine Bluff,0.02
2041,James Jackson,Prairie View A&M University,0.02
2042,Peter Colliard,Fairfield University,0.02
2043,Kevin Devine,Hofstra University,0.02
2044,Rob Buetti,Holy Cross,0.02
2045,Sam Flaxman,Wagner College,0.02
2046,Digvijay Naruka,Alabama State University,0.02
2047,Alvaro Santamaria,Oral Roberts University,0.02
2048,A. Wade,Alabama A&M University,0.02
2049,Nicholas Ramirez,Univ. of Incarnate Word,0.02
2050,Allen Wang,Wagner College,0.02
2051,Alberto Sanz-Fernandez,University of Idaho,0.02
2052,David Ogan,Coppin State College,0.02
2053,Brandon Harris,Saint Louis University,0.02
2054,Gabe Pansera,Jacksonville State University,0.02
2055,Kilian Salgado,Alcorn State University,0.02
2056,Dreshaun Jarmon,North Carolina A&T State University,0.02
2057,Leo Pires,Hofstra University,0.02
2058,Taylor Wilko,Southern Utah University,0.02
2059,Lucas Krusinski,Morgan State University,0.02
2060,Joshua Bailey,North Carolina A&T State University,0.02
2061,Jalen Evans,Florida A&M University,0.02
2062,Troy Benson,Southern Utah University,0.02
2063,Brian Pinkard,Lafayette College,0.02
2064,Sawyer Fonda,Wagner College,0.02
2065,No Player 4,Alabama A&M University,0.02
2066,Peter Salomon,Mount St. Mary's University,0.02
2067,Fabian Woehrl,University of Hawaii,0.02
2068,Dario Rios,Southern Utah University,0.02
2069,Grant Maddox,Tennessee State University,0.02
2070,Rosen Ilchev,Longwood University,0.02
2071,Bharani Sankar,Longwood University,0.02
2072,Fedor Shirin,Hampton University,0.02
2073,Andrew Ginzberg,University of Connecticut,0.02
2074,Peter Surovic,University of Connecticut,0.02
2075,Diego Lebron,Siena College,0.02
2076,Simon Danyluk,Univ. of North Dakota,0.02
2077,Brandon Goldstein,Lafayette College,0.02
2078,Erik Anderson,"Nebraska, Omaha",0.02
2079,Daryl Hale,Tennessee State University,0.02
2080,James McQueen,Hampton University,0.02
2081,Freddy Quintero,Prairie View A&M University,0.02
2082,Reginald Robinson,Coppin State College,0.02
2083,Nathan Greteman,"Nebraska, Omaha",0.02
2084,Harold Fowler,Univ. of Maryland Eastern Shore,0.02
2085,Charlie Volkwein,Holy Cross,0.02
2086,Sergio Carvajal,St. Francis Univ. (Pennsylvania),0.02
2087,Brent Wheeler,Portland State University,0.02
2088,Alex Bosch,St. Francis College (New York),0.02
2089,Jackson Pride,The Citadel,0.02
2090,Mikey Raymond,"Southern Illinois, Edwardsville",0.02
2091,Joseph Journey,Univ. of Maryland Eastern Shore,0.02
2092,Fabrice George,North Carolina Central University,0.01
2093,M Suarez,Hampton University,0.01
2094,Jonathan Dingle,Prairie View A&M University,0.01
2095,Jason Ulacio,Florida A&M University,0.01
2096,Chris Popso,Rider University,0.01
2097,Tyler Edin,Morehead State University,0.01
2098,Sam Kellett,Jacksonville State University,0.01
2099,Devin James,Coppin State College,0.01
2100,Abdullah Abdulmohsen,Bryant University,0.01
2101,Nicholas Brobst,Univ. of Maryland Eastern Shore,0.01
2102,Rendelle Burghart,Eastern Washington University,0.01
2103,Alex Sweet,University of Delaware,0.01
2104,Marc Adams,St. Francis College (New York),0.01
2105,Carlos De La Cruz,St. Bonaventure University,0.01
2106,Zack Niklaus,University of Delaware,0.01
2107,Connor Grady,The Citadel,0.01
2108,Jacob Mishkin,St. Bonaventure University,0.01
2109,Marc Sodini,Wright State University,0.01
2110,Ming Lao,Holy Cross,0.01
2111,Jualon Greig,Univ. of Arkansas Pine Bluff,0.01
2112,Joshua Baily,North Carolina A&T State University,0.01
2113,Gabriel Tolesani,Youngstown State University,0.01
2114,Rohan Wattley,Chicago State University,0.01
2115,Sagar Sathyanarayaman,Morgan State University,0.01
2116,Gary Faulcon,Hampton University,0.01
2117,Anirudh Yadav,Prairie View A&M University,0.01
2118,Andrew O'Connell,La Salle University,0.01
2119,Darren Reisch,Siena College,0.01
2120,Laguna Foster,Howard University,0.01
2121,Gabriel Pamich,Fairfield University,0.01
2122,Ben Teicher,Quinnipiac University,0.01
2123,Matt Bouggy,Purdue University,0.01
2124,Pat O`Shea,Holy Cross,0.01
2125,Lucas Whaley,St. Peter's University,0.01
2126,Sam Jankovich,University of Idaho,0.01
2127,Sean Frebes,Holy Cross,0.01
2128,Malik Norris,Prairie View A&M University,0.01
2129,Brett Shriver,Loyola College (Maryland),0.01
2130,Alexander Reed,Siena College,0.01
2131,Michael Birnbaum,Chattanooga,0.01
2132,Brody Rodriguez,Univ. of Incarnate Word,0.01
2133,Jorge Rodriguez,St. Peter's University,0.01
2134,No Player,Howard University,0.01
2135,Gavin Studner,Lafayette College,0.01
2136,Alex Killam,Norfolk State University,0.01
2137,Lakshamana Satchihananthan,Hampton University,0.01
2138,Patrick O'Conner,Ball State University,0.01
2139,Joe Daniels,Tennessee State University,0.01
2140,Eldred Stephens,North Carolina A&T State University,0.01
2141,William Jay,Morgan State University,0.01
2142,M. Winroy,Alabama A&M University,0.01
2143,Peter Odeghami,Hampton University,0.01
2144,No Player 1,Univ. of Maryland Eastern Shore,0.01
2145,Ulrick Boyoguena,Prairie View A&M University,0.01
2146,Stuart Macleod,Hofstra University,0.01
2147,Edward Butler,Univ. of Arkansas Pine Bluff,0.01
2148,Miguel Martin,Jackson State University,0.01
2149,Edwin Kanu,Univ. of Maryland Eastern Shore,0.01
2150,David Ogon,Coppin State College,0.01
2151,Sebastian Barbero,Quinnipiac University,0.01
2152,No Player 6,Alabama A&M University,0.01
2153,Jordan Dingle,Alabama A&M University,0.01
2154,Liam Rodriguez,La Salle University,0.01
2155,Darren Mast,Mount St. Mary's University,0.01
2156,Max Montague,Texas A&M University,0.01
2157,Patrick Thomas,Coppin State College,0.01
2158,John Wilson IV,North Carolina A&T State University,0.01
2159,Alex Burbine,Siena College,0.01
2160,No Player 2,Alabama A&M University,0.01
2161,Jimmy Ye,Holy Cross,0.01
2162,Ignace Warson,"Nebraska, Omaha",0.01
2163,Joey Brandt,Gonzaga University,0.01
2164,Rich DeGregoris,Holy Cross,0.01
2165,Joe Smithyman,Niagara University,0.01
2166,Tanguy Crosnier,University of Detroit Mercy,0.01
2167,Jorge Rodriguez,St. Peter's University,0.01
2168,Anjan Kashyab,Murray State University,0.01
2169,Gregoire Balenci,Grand Canyon University,0.01
2170,Marco Paulo Castro,South Dakota State,0.01
2171,Joe Diorio,Siena College,0.01
2172,Geoff Tulloch,Belmont University,0.01
2173,Oliver Bellomi,St. Peter's University,0.01
2174,Pedro Alonso,Fordham University,0.01
2175,Ernesto Arguello,Bryant University,0.01
2176,No Player,Alabama A&M University,0.01
2177,Lukas Vanzura,"Nebraska, Omaha",0.01
2178,Aldred Carroll,Univ. of Arkansas Pine Bluff,0.01
2179,A. Butler,Univ. of Arkansas Pine Bluff,0.01
2180,Graham Reinbold,Univ. of Dayton,0.01
2181,Chan Ton Phan,Rider University,0.01
2182,Alessandro Saglia,Siena College,0.01
2183,Kyle Scott,North Carolina A&T State University,0.01
2184,Adam Levi,Rider University,0.01
2185,Keiston France,North Carolina A&T State University,0.01
2186,Dale Fetterman,La Salle University,0.01
2187,Nico Sorrell,Howard University,0.01
2188,Srdjan Troscic,Murray State University,0.01
2189,Hernan Geria,Jackson State University,0.00
2190,Sebastian Rojas,St. Peter's University,0.00
2191,Lachlan Manser,Longwood University,0.00
2192,Jorge Del Rey Rojas,St. Peter's University,0.00
2193,Alex Berdnikoff,James Madison University,0.00
2194,Rashley Yeremia,Chicago State University,0.00
2195,Joe Bove,The Citadel,0.00
2196,Mark Robinson,La Salle University,0.00
2197,Branden Olcott,Southern Utah University,0.00
2198,Myron Davis,Howard University,0.00
2199,Jamal Hoyte,North Carolina Central University,0.00
2200,Hawkins Owens,Howard University,0.00
2201,Chris Bunch,Western Illinois University,0.00
2202,no player,Coppin State College,0.00
2203,Matthew Begley,Rider University,0.00
2204,Louis Tonon,Mount St. Mary's University,0.00
2205,Steve Murray,Rider University,0.00
2206,Joshua Palmer,University of Connecticut,0.00
2207,John Ellis,"Nebraska, Omaha",0.00
2208,Evan Borowski,Austin Peay State University,0.00
2209,Harris Durkovic,Fordham University,0.00
2210,A. Carroll,Univ. of Arkansas Pine Bluff,0.00
2211,Aleks Mitric,Murray State University,0.00
2212,Matt Funiciello,Siena College,0.00
2213,Joseph Kavalovski,Fordham University,0.00
2214,Surya Sawhney,Western Illinois University,0.00
2215,Agaazi Berhane,Rider University,0.00
2216,Ryan Templet,The Citadel,0.00
2217,Jeremy Van Herwarde,Rider University,0.00
2218,Tyler Flematti,University of Delaware,0.00
2219,Thomas MacLeod,La Salle University,0.00
2220,Spencer Nielsen,Southern Utah University,0.00
2221,Jonathan Paredes,St. Peter's University,0.00
2222,Andrew Proto,St. Francis College (New York),0.00
2223,Luis Ulloa,Chicago State University,0.00
2224,Sacha Singh,St. Francis College (New York),0.00
2225,No Player,Tennessee State University,0.00
2226,Jacob Sanders,Western Illinois University,0.00
2227,Milos Vukicevic,St. Francis College (New York),0.00
2228,Ross Smith,Western Illinois University,0.00
2229,Shaheed Mourillon,Norfolk State University,0.00
2230,Joey Brander,Fordham University,0.00
2231,Anthony Timberlake,Western Illinois University,0.00
